,T,Po,P,U,DD,Ff,ff3,Td,Measured & upscaled [MW],Monitored Capacity [MW],power
2015-04-03 01:00:00,5.7,764.4,765.3,69.0,3.0,11.0,15.0,0.3,26.84,513.0800000000003,0.05231153036563496
2015-04-03 02:00:00,5.5,764.7,765.6,73.0,3.0,8.0,15.0,0.9,25.83,513.0800000000003,0.050343026428627084
2015-04-03 03:00:00,5.4,764.9,765.8,73.0,3.0,7.0,13.0,0.8,31.16,513.0800000000003,0.06073126997739141
2015-04-03 04:00:00,5.5,765.1,765.9,75.0,3.0,8.0,15.0,1.3,40.59,513.0800000000003,0.0791104701021283
2015-04-03 05:00:00,5.4,765.3,766.2,76.0,3.0,9.0,13.0,1.4,70.48,513.0800000000003,0.1373664925547672
2015-04-03 06:00:00,5.3,765.8,766.6,77.0,3.0,7.0,12.0,1.5,78.7,513.0800000000003,0.1533873859826927
2015-04-03 07:00:00,5.0,766.3,767.2,77.0,3.0,8.0,15.0,1.3,101.74,513.0800000000003,0.19829266391206038
2015-04-03 08:00:00,5.3,766.7,767.6,80.0,3.0,7.0,11.0,2.1,111.8,513.0800000000003,0.2178997427301784
2015-04-03 09:00:00,5.8,767.5,768.4,75.0,3.0,6.0,11.0,1.7,112.44,513.0800000000003,0.21914711156154973
2015-04-03 10:00:00,6.4,768.1,769.0,72.0,3.0,8.0,12.0,1.7,70.81,513.0800000000003,0.13800966710844306
2015-04-03 11:00:00,6.4,768.5,769.4,72.0,3.0,8.0,13.0,1.6,47.51,513.0800000000003,0.09259764559133074
2015-04-03 12:00:00,6.4,769.0,769.9,70.0,3.0,8.0,12.0,1.3,42.15,513.0800000000003,0.08215093162859588
2015-04-03 13:00:00,6.6,769.7,770.5,71.0,3.0,8.0,13.0,1.6,51.52,513.0800000000003,0.10041319092539171
2015-04-03 14:00:00,7.6,770.1,771.0,68.0,3.0,8.0,12.0,2.1,49.84,513.0800000000003,0.09713884774304198
2015-04-03 15:00:00,8.3,770.5,771.3,68.0,3.0,5.0,12.0,2.6,65.53,513.0800000000003,0.12771887424962963
2015-04-03 16:00:00,8.1,770.9,771.8,67.0,3.0,6.0,12.0,2.3,70.55,513.0800000000003,0.13750292352069846
2015-04-03 17:00:00,7.6,771.5,772.4,72.0,3.0,6.0,10.0,2.9,45.37,513.0800000000003,0.08842675606143287
2015-04-03 18:00:00,7.5,772.3,773.1,75.0,4.0,4.0,10.0,3.4,34.07,513.0800000000003,0.0664029001325329
2015-04-03 19:00:00,6.9,773.0,773.9,72.0,8.0,5.0,12.0,2.1,16.19,513.0800000000003,0.0315545334060965
2015-04-03 20:00:00,6.4,773.9,774.8,75.0,10.0,7.0,11.0,2.3,10.78,513.0800000000003,0.021010368753410762
2015-04-03 21:00:00,6.1,774.4,775.3,79.0,10.0,7.0,9.0,2.7,13.83,513.0800000000003,0.026954860840414735
2015-04-03 22:00:00,6.1,775.0,775.9,79.0,10.0,7.0,11.0,2.7,19.24,513.0800000000003,0.03749902549310047
2015-04-03 23:00:00,5.8,775.6,776.5,84.0,10.0,6.0,9.0,3.2,21.0,513.0800000000003,0.040929289779371616
2015-04-04 00:00:00,7.2,761.7,762.6,93.0,0.0,4.0,5.0,6.1,15.59,513.0800000000003,0.03038512512668588
2015-04-04 01:00:00,7.1,761.3,762.2,92.0,2.0,3.0,5.0,5.9,14.17,513.0800000000003,0.02761752553208075
2015-04-04 02:00:00,7.1,761.6,762.5,91.0,0.0,2.0,6.0,5.7,11.06,513.0800000000003,0.02155609261713572
2015-04-04 03:00:00,7.1,761.7,762.6,93.0,0.0,3.0,4.0,6.0,13.3,513.0800000000003,0.02592188352693536
2015-04-04 04:00:00,7.2,761.5,762.4,93.0,7.0,1.0,3.0,6.1,17.85,513.0800000000003,0.03478989631246588
2015-04-04 05:00:00,7.2,761.2,762.1,92.0,6.0,2.0,4.0,6.0,24.71,513.0800000000003,0.04816013097372727
2015-04-04 06:00:00,7.3,761.3,762.2,92.0,6.0,4.0,5.0,6.1,29.78,513.0800000000003,0.05804163093474699
2015-04-04 07:00:00,6.9,761.5,762.4,92.0,9.0,3.0,5.0,5.7,28.95,513.0800000000003,0.0564239494815623
2015-04-04 08:00:00,6.2,762.1,763.0,92.0,7.0,5.0,7.0,5.0,46.29,513.0800000000003,0.09021984875652915
2015-04-04 09:00:00,5.9,762.1,763.0,91.0,1.0,7.0,10.0,4.5,86.56,513.0800000000003,0.16870663444297176
2015-04-04 10:00:00,5.4,762.7,763.6,91.0,1.0,7.0,10.0,4.1,129.37,513.0800000000003,0.2521439151789193
2015-04-04 11:00:00,5.5,763.4,764.3,90.0,7.0,7.0,10.0,3.9,117.1,513.0800000000003,0.2282295158649722
2015-04-04 12:00:00,5.5,763.9,764.8,88.0,1.0,7.0,10.0,3.7,107.41,513.0800000000003,0.20934357215249072
2015-04-04 13:00:00,5.5,764.5,765.4,87.0,7.0,7.0,9.0,3.4,122.0,513.0800000000003,0.2377796834801589
2015-04-04 14:00:00,5.8,765.1,765.9,81.0,7.0,6.0,10.0,2.8,135.8,513.0800000000003,0.26467607390660314
2015-04-04 15:00:00,6.6,765.1,766.0,75.0,7.0,7.0,9.0,2.4,147.41,513.0800000000003,0.28730412411319856
2015-04-04 16:00:00,6.5,765.1,766.0,78.0,6.0,8.0,10.0,2.9,172.57,513.0800000000003,0.3363413112964838
2015-04-04 17:00:00,6.6,765.1,766.0,80.0,9.0,9.0,12.0,3.3,160.32,513.0800000000003,0.312465892258517
2015-04-04 18:00:00,6.8,765.7,766.6,78.0,9.0,9.0,11.0,3.1,154.67,513.0800000000003,0.301453964294067
2015-04-04 19:00:00,6.8,765.9,766.7,78.0,9.0,9.0,12.0,3.2,150.49,513.0800000000003,0.2933070866141731
2015-04-04 20:00:00,6.5,766.3,767.2,79.0,9.0,10.0,13.0,3.1,164.02,513.0800000000003,0.3196772433148825
2015-04-04 21:00:00,6.3,766.8,767.6,81.0,6.0,9.0,13.0,3.3,160.7,513.0800000000003,0.31320651750214373
2015-04-04 22:00:00,6.2,767.1,768.0,83.0,9.0,8.0,12.0,3.5,163.96,513.0800000000003,0.31956030248694145
2015-04-04 23:00:00,6.4,767.5,768.3,81.0,9.0,8.0,13.0,3.4,165.18,513.0800000000003,0.32193809932174305
2015-04-05 00:00:00,12.2,751.8,752.7,85.0,15.0,7.0,9.0,9.8,146.13,513.0800000000003,0.2848093864504559
2015-04-05 01:00:00,11.8,752.2,753.0,87.0,15.0,6.0,9.0,9.7,107.12,513.0800000000003,0.2087783581507756
2015-04-05 02:00:00,11.8,752.4,753.2,87.0,15.0,5.0,15.0,9.7,75.4,513.0800000000003,0.1469556404459343
2015-04-05 03:00:00,12.5,752.4,753.2,88.0,15.0,6.0,9.0,10.6,70.01,513.0800000000003,0.1364504560692289
2015-04-05 04:00:00,12.4,752.6,753.5,88.0,15.0,7.0,9.0,10.5,70.19,513.0800000000003,0.13680127855305207
2015-04-05 05:00:00,12.7,752.6,753.4,90.0,15.0,6.0,10.0,11.1,57.68,513.0800000000003,0.1124191159273407
2015-04-05 06:00:00,12.5,752.9,753.7,89.0,15.0,5.0,8.0,10.8,44.37,513.0800000000003,0.08647774226241517
2015-04-05 07:00:00,12.5,753.2,754.0,89.0,15.0,6.0,9.0,10.8,44.13,513.0800000000003,0.08600997895065093
2015-04-05 08:00:00,12.7,753.5,754.3,90.0,15.0,6.0,10.0,11.1,34.18,513.0800000000003,0.06661729165042485
2015-04-05 09:00:00,13.4,754.0,754.8,86.0,15.0,7.0,12.0,11.0,10.95,513.0800000000003,0.02134170109924377
2015-04-05 10:00:00,13.5,754.3,755.2,85.0,15.0,6.0,11.0,11.0,3.75,513.0800000000003,0.0073088017463163605
2015-04-05 11:00:00,14.0,754.6,755.4,81.0,3.0,5.0,12.0,10.8,5.17,513.0800000000003,0.010076401340921488
2015-04-05 12:00:00,14.5,754.8,755.6,74.0,5.0,5.0,8.0,9.9,10.2,513.0800000000003,0.019879940749980497
2015-04-05 13:00:00,15.4,754.9,755.7,69.0,3.0,5.0,8.0,9.6,18.16,513.0800000000003,0.03539409059016136
2015-04-05 14:00:00,16.5,754.4,755.2,63.0,4.0,3.0,12.0,9.4,23.12,513.0800000000003,0.04506119903328913
2015-04-05 15:00:00,14.6,754.3,755.1,70.0,6.0,2.0,5.0,9.2,25.39,513.0800000000003,0.0494854603570593
2015-04-05 16:00:00,13.6,753.6,754.5,75.0,6.0,3.0,5.0,9.3,26.91,513.0800000000003,0.0524479613315662
2015-04-05 17:00:00,14.6,753.1,754.0,72.0,7.0,3.0,5.0,9.6,28.77,513.0800000000003,0.056073126997739114
2015-04-05 18:00:00,15.0,752.4,753.2,71.0,7.0,3.0,5.0,9.7,37.97,513.0800000000003,0.07400405394870192
2015-04-05 19:00:00,14.4,751.8,752.6,74.0,7.0,3.0,6.0,9.8,43.99,513.0800000000003,0.08573711701878846
2015-04-05 20:00:00,17.2,751.0,751.8,64.0,12.0,4.0,6.0,10.2,60.62,513.0800000000003,0.11814921649645273
2015-04-05 21:00:00,16.7,750.3,751.1,71.0,2.0,4.0,7.0,11.3,53.59,513.0800000000003,0.10444764948935834
2015-04-05 22:00:00,15.5,749.5,750.3,80.0,2.0,5.0,7.0,12.0,50.23,513.0800000000003,0.09789896312465887
2015-04-05 23:00:00,14.2,748.4,749.2,90.0,0.0,5.0,8.0,12.5,69.22,513.0800000000003,0.13491073516800492
2015-04-06 00:00:00,13.9,769.6,770.5,73.0,5.0,3.0,4.0,9.1,41.49,513.0800000000003,0.08086458252124422
2015-04-06 01:00:00,13.4,769.8,770.7,76.0,14.0,2.0,4.0,9.2,39.88,513.0800000000003,0.07772667030482572
2015-04-06 02:00:00,12.7,769.8,770.7,79.0,14.0,1.0,7.0,9.2,26.23,513.0800000000003,0.051122631948234167
2015-04-06 03:00:00,11.5,769.9,770.8,86.0,12.0,3.0,3.0,9.2,25.54,513.0800000000003,0.049777812426911955
2015-04-06 04:00:00,11.7,769.8,770.7,88.0,14.0,2.0,4.0,9.7,14.65,513.0800000000003,0.028553052155609247
2015-04-06 05:00:00,11.7,769.8,770.7,87.0,2.0,2.0,4.0,9.5,23.36,513.0800000000003,0.04552896234505338
2015-04-06 06:00:00,11.8,769.9,770.8,88.0,12.0,3.0,4.0,9.8,30.78,513.0800000000003,0.059990644733764684
2015-04-06 07:00:00,12.5,770.1,770.9,85.0,0.0,3.0,4.0,10.1,40.47,513.0800000000003,0.07887658844624616
2015-04-06 08:00:00,13.1,770.0,770.9,76.0,2.0,4.0,5.0,9.0,50.72,513.0800000000003,0.09885397988617754
2015-04-06 09:00:00,14.0,770.0,770.8,75.0,12.0,5.0,6.0,9.5,47.89,513.0800000000003,0.09333827083495747
2015-04-06 10:00:00,15.5,770.2,771.1,67.0,12.0,4.0,6.0,9.3,41.66,513.0800000000003,0.08119591486707721
2015-04-06 11:00:00,16.7,769.9,770.8,60.0,0.0,4.0,7.0,8.8,36.05,513.0800000000003,0.07026194745458794
2015-04-06 12:00:00,17.1,769.7,770.5,61.0,7.0,4.0,8.0,9.5,36.72,513.0800000000003,0.07156778669992979
2015-04-06 13:00:00,17.6,769.3,770.1,58.0,7.0,6.0,8.0,9.3,35.54,513.0800000000003,0.06926795041708891
2015-04-06 14:00:00,17.9,768.9,769.7,57.0,7.0,7.0,8.0,9.2,34.72,513.0800000000003,0.0676697591018944
2015-04-06 15:00:00,18.5,768.4,769.3,55.0,7.0,6.0,9.0,9.3,23.95,513.0800000000003,0.04667888048647382
2015-04-06 16:00:00,19.2,767.7,768.5,51.0,7.0,7.0,10.0,8.9,19.7,513.0800000000003,0.03839557184064861
2015-04-06 17:00:00,19.5,767.2,768.0,53.0,7.0,6.0,10.0,9.6,16.31,513.0800000000003,0.03178841506197862
2015-04-06 18:00:00,17.2,766.5,767.3,73.0,9.0,6.0,8.0,12.2,19.29,513.0800000000003,0.037596476183051356
2015-04-06 19:00:00,17.9,766.0,766.8,74.0,6.0,2.0,7.0,13.2,28.0,513.0800000000003,0.054572386372495486
2015-04-06 20:00:00,20.4,765.2,766.0,59.0,0.0,4.0,10.0,12.0,33.52,513.0800000000003,0.06533094254307317
2015-04-06 21:00:00,21.4,764.9,765.8,46.0,2.0,4.0,7.0,9.3,46.0,513.0800000000003,0.08965463475481401
2015-04-06 22:00:00,20.0,764.7,765.5,55.0,0.0,3.0,5.0,10.6,56.03,513.0800000000003,0.10920324315896152
2015-04-06 23:00:00,19.1,765.0,765.8,60.0,0.0,3.0,7.0,11.2,63.5,513.0800000000003,0.12376237623762369
2015-04-07 00:00:00,23.1,763.5,764.3,82.0,1.0,7.0,9.0,19.9,38.55,513.0800000000003,0.07513448195213218
2015-04-07 01:00:00,24.0,762.7,763.5,82.0,0.0,8.0,11.0,20.7,30.04,513.0800000000003,0.058548374522491585
2015-04-07 02:00:00,24.1,761.7,762.5,75.0,0.0,9.0,12.0,19.4,38.01,513.0800000000003,0.07408201450066262
2015-04-07 03:00:00,23.7,761.1,761.9,77.0,0.0,8.0,12.0,19.4,40.07,513.0800000000003,0.07809698292663908
2015-04-07 04:00:00,23.9,760.3,761.2,76.0,2.0,8.0,11.0,19.4,26.77,513.0800000000003,0.052175099399703724
2015-04-07 05:00:00,24.0,760.2,760.9,76.0,12.0,6.0,12.0,19.6,25.21,513.0800000000003,0.04913463787323612
2015-04-07 06:00:00,23.7,760.3,761.1,76.0,12.0,6.0,10.0,19.3,13.62,513.0800000000003,0.02654556794262102
2015-04-07 07:00:00,23.8,760.6,761.5,77.0,14.0,4.0,8.0,19.6,6.85,513.0800000000003,0.013350744523271217
2015-04-07 08:00:00,23.9,761.0,761.8,75.0,11.0,4.0,12.0,19.2,9.63,513.0800000000003,0.018769002884540413
2015-04-07 09:00:00,25.7,761.5,762.3,70.0,13.0,6.0,9.0,19.7,15.92,513.0800000000003,0.03102829968036172
2015-04-07 10:00:00,26.0,762.0,762.8,67.0,5.0,7.0,10.0,19.4,10.87,513.0800000000003,0.021185779995322354
2015-04-07 11:00:00,24.6,762.7,763.6,71.0,5.0,7.0,11.0,19.0,1.38,513.0800000000003,0.0026896390426444203
2015-04-07 12:00:00,24.1,762.6,763.4,74.0,3.0,5.0,11.0,19.2,3.55,513.0800000000003,0.00691899898651282
2015-04-07 13:00:00,25.4,763.6,764.4,68.0,13.0,6.0,11.0,19.0,5.71,513.0800000000003,0.011128868792391043
2015-04-07 14:00:00,24.2,763.8,764.6,65.0,5.0,7.0,12.0,17.1,8.53,513.0800000000003,0.016625087705620947
2015-04-07 15:00:00,23.5,763.9,764.8,50.0,3.0,9.0,13.0,12.4,12.61,513.0800000000003,0.024577064005613145
2015-04-07 16:00:00,22.6,764.3,765.1,66.0,5.0,8.0,13.0,15.8,14.44,513.0800000000003,0.02814375925781553
2015-04-07 17:00:00,22.8,764.6,765.4,70.0,5.0,8.0,13.0,17.0,19.02,513.0800000000003,0.03707024245731658
2015-04-07 18:00:00,21.9,764.4,765.2,66.0,3.0,8.0,13.0,15.2,19.03,513.0800000000003,0.037089732595306756
2015-04-07 19:00:00,21.0,764.5,765.3,66.0,3.0,8.0,12.0,14.4,22.57,513.0800000000003,0.0439892414438294
2015-04-07 20:00:00,20.9,764.4,765.2,67.0,5.0,8.0,13.0,14.4,27.44,513.0800000000003,0.05348093864504558
2015-04-07 21:00:00,20.7,764.5,765.4,68.0,5.0,7.0,11.0,14.5,21.49,513.0800000000003,0.04188430654089029
2015-04-07 22:00:00,20.7,764.4,765.2,63.0,13.0,7.0,12.0,13.3,10.23,513.0800000000003,0.01993841116395103
2015-04-07 23:00:00,20.2,764.5,765.4,63.0,13.0,5.0,12.0,12.9,17.3,513.0800000000003,0.033717938723006144
2015-04-08 00:00:00,19.5,758.5,759.4,78.0,12.0,2.0,2.0,15.5,16.61,513.0800000000003,0.03237311920168393
2015-04-08 01:00:00,19.6,757.9,758.8,80.0,0.0,1.0,4.0,16.1,19.48,513.0800000000003,0.03796678880486472
2015-04-08 02:00:00,19.1,757.9,758.7,81.0,2.0,1.0,6.0,15.8,14.19,513.0800000000003,0.027656505808061106
2015-04-08 03:00:00,18.8,757.5,758.3,85.0,8.0,3.0,4.0,16.2,7.46,513.0800000000003,0.014539642940672013
2015-04-08 04:00:00,18.5,757.5,758.3,89.0,9.0,2.0,5.0,16.6,4.38,513.0800000000003,0.008536680439697509
2015-04-08 05:00:00,18.5,757.0,757.9,90.0,9.0,1.0,5.0,16.8,1.96,513.0800000000003,0.0038200670460746843
2015-04-08 06:00:00,18.3,757.3,758.2,91.0,3.0,5.0,7.0,16.8,1.4,513.0800000000003,0.0027286193186247744
2015-04-08 07:00:00,17.5,758.1,758.9,90.0,3.0,8.0,11.0,15.9,0.13,513.0800000000003,0.0002533717938723005
2015-04-08 08:00:00,16.4,758.3,759.1,89.0,3.0,8.0,12.0,14.5,0.11,513.0800000000003,0.00021439151789194656
2015-04-08 09:00:00,16.7,758.6,759.4,82.0,3.0,6.0,10.0,13.6,0.75,513.0800000000003,0.001461760349263272
2015-04-08 10:00:00,17.2,759.0,759.8,80.0,3.0,7.0,11.0,13.6,0.1,513.0800000000003,0.0001949013799017696
2015-04-08 11:00:00,17.7,759.3,760.2,75.0,5.0,6.0,11.0,13.1,0.11,513.0800000000003,0.00021439151789194656
2015-04-08 12:00:00,18.8,759.7,760.6,68.0,5.0,7.0,10.0,12.8,0.11,513.0800000000003,0.00021439151789194656
2015-04-08 13:00:00,19.1,760.1,760.9,67.0,5.0,8.0,12.0,12.7,0.18,513.0800000000003,0.0003508224838231853
2015-04-08 14:00:00,19.5,760.0,760.9,64.0,3.0,8.0,12.0,12.5,5.7,513.0800000000003,0.011109378654400868
2015-04-08 15:00:00,19.9,760.3,761.2,59.0,5.0,9.0,14.0,11.6,9.45,513.0800000000003,0.018418180400717226
2015-04-08 16:00:00,20.3,760.6,761.5,57.0,5.0,9.0,15.0,11.5,15.78,513.0800000000003,0.030755437748499242
2015-04-08 17:00:00,19.4,760.9,761.7,62.0,5.0,9.0,15.0,11.8,13.53,513.0800000000003,0.026370156700709427
2015-04-08 18:00:00,19.2,761.1,761.9,62.0,5.0,10.0,15.0,11.6,23.06,513.0800000000003,0.044944258205348066
2015-04-08 19:00:00,18.9,761.2,762.0,65.0,5.0,10.0,14.0,12.2,31.02,513.0800000000003,0.06045840804552893
2015-04-08 20:00:00,18.6,761.5,762.3,59.0,5.0,9.0,15.0,10.3,39.28,513.0800000000003,0.0765572620254151
2015-04-08 21:00:00,18.5,761.7,762.5,58.0,5.0,8.0,15.0,10.0,51.8,513.0800000000003,0.10095891478911664
2015-04-08 22:00:00,17.3,761.7,762.6,61.0,15.0,7.0,15.0,9.6,58.02,513.0800000000003,0.11308178061900673
2015-04-08 23:00:00,15.8,761.8,762.7,66.0,11.0,5.0,15.0,9.5,36.1,513.0800000000003,0.07035939814453883
