,T,Po,P,U,DD,Ff,ff3,Td,Measured & upscaled [MW],Monitored Capacity [MW],power
2015-05-24 02:00:00,11.3,766.0,766.8,76.0,7.0,5.0,11.0,7.2,28.24,513.0800000000003,0.055040149684259736
2015-05-24 03:00:00,11.1,765.7,766.6,76.0,7.0,4.0,6.0,6.9,19.5,513.0800000000003,0.038005769080845075
2015-05-24 04:00:00,10.8,765.6,766.4,77.0,1.0,3.0,5.0,6.9,17.23,513.0800000000003,0.033581507757074906
2015-05-24 05:00:00,10.6,765.3,766.2,79.0,1.0,3.0,6.0,7.0,13.06,513.0800000000003,0.02545412021517111
2015-05-24 06:00:00,10.2,765.1,766.0,81.0,0.0,3.0,4.0,7.0,8.46,513.0800000000003,0.01648865673968971
2015-05-24 07:00:00,10.1,765.1,766.0,80.0,0.0,2.0,4.0,6.7,4.32,513.0800000000003,0.008419739611756447
2015-05-24 08:00:00,10.5,765.3,766.2,77.0,0.0,2.0,6.0,6.6,0.7,513.0800000000003,0.0013643096593123872
2015-05-24 09:00:00,10.5,765.2,766.1,76.0,11.0,1.0,2.0,6.5,0.02,513.0800000000003,3.898027598035392e-05
2015-05-24 10:00:00,12.2,765.1,766.0,68.0,3.0,2.0,3.0,6.5,0.02,513.0800000000003,3.898027598035392e-05
2015-05-24 11:00:00,13.5,764.8,765.7,65.0,8.0,3.0,4.0,7.1,0.02,513.0800000000003,3.898027598035392e-05
2015-05-24 12:00:00,13.8,764.8,765.7,65.0,8.0,3.0,5.0,7.3,0.02,513.0800000000003,3.898027598035392e-05
2015-05-24 13:00:00,14.7,764.6,765.4,63.0,10.0,3.0,5.0,7.6,0.41,513.0800000000003,0.0007990956575972553
2015-05-24 14:00:00,16.1,764.3,765.1,46.0,4.0,3.0,5.0,4.5,2.72,513.0800000000003,0.005301317533328133
2015-05-24 15:00:00,15.9,763.9,764.8,56.0,8.0,1.0,5.0,7.1,7.13,513.0800000000003,0.013896468386996173
2015-05-24 16:00:00,16.9,763.9,764.7,53.0,4.0,3.0,5.0,7.3,7.81,513.0800000000003,0.015221797770328204
2015-05-24 17:00:00,16.3,763.5,764.4,61.0,10.0,3.0,5.0,8.7,9.97,513.0800000000003,0.01943166757620643
2015-05-24 18:00:00,16.0,763.1,764.0,56.0,3.0,5.0,7.0,7.1,16.29,513.0800000000003,0.031749434785998266
2015-05-24 19:00:00,15.2,763.0,763.8,59.0,3.0,5.0,7.0,7.1,18.72,513.0800000000003,0.03648553831761127
2015-05-24 20:00:00,15.3,762.9,763.7,70.0,3.0,6.0,8.0,9.8,23.66,513.0800000000003,0.04611366648475869
2015-05-24 21:00:00,13.8,762.8,763.6,86.0,3.0,5.0,8.0,11.4,29.0,513.0800000000003,0.056521400171513185
2015-05-24 22:00:00,13.5,762.6,763.5,91.0,5.0,3.0,7.0,12.0,24.05,513.0800000000003,0.04687378186637559
2015-05-24 23:00:00,13.2,763.0,763.8,89.0,3.0,5.0,8.0,11.4,27.37,513.0800000000003,0.05334450767911434
2015-05-25 00:00:00,13.3,762.7,763.5,90.0,3.0,5.0,7.0,11.6,19.61,513.0800000000003,0.03822016059873702
2015-05-25 01:00:00,13.4,762.4,763.3,89.0,5.0,4.0,7.0,11.6,20.26,513.0800000000003,0.039487019568098525
2015-05-25 02:00:00,13.6,762.1,763.0,89.0,3.0,4.0,8.0,11.8,21.89,513.0800000000003,0.04266391206049737
2015-05-25 03:00:00,13.6,762.0,762.8,91.0,3.0,4.0,6.0,12.2,14.23,513.0800000000003,0.027734466360021814
2015-05-25 04:00:00,12.9,761.7,762.6,92.0,4.0,3.0,7.0,11.7,14.79,513.0800000000003,0.028825914087471722
2015-05-25 05:00:00,13.2,761.6,762.4,90.0,8.0,6.0,7.0,11.6,18.67,513.0800000000003,0.03638808762766039
2015-05-25 06:00:00,12.7,761.7,762.6,90.0,8.0,5.0,7.0,11.1,22.63,513.0800000000003,0.04410618227177046
2015-05-25 07:00:00,12.2,761.9,762.7,92.0,10.0,7.0,9.0,11.0,18.83,513.0800000000003,0.036699929835503214
2015-05-25 08:00:00,12.3,762.0,762.8,91.0,8.0,7.0,9.0,10.8,17.12,513.0800000000003,0.03336711623918296
2015-05-25 09:00:00,12.7,762.0,762.8,86.0,10.0,6.0,8.0,10.4,17.8,513.0800000000003,0.03469244562251499
2015-05-25 10:00:00,13.0,762.1,763.0,77.0,10.0,6.0,8.0,9.0,23.17,513.0800000000003,0.04515864972324002
2015-05-25 11:00:00,13.7,762.1,762.9,72.0,10.0,4.0,8.0,8.7,27.87,513.0800000000003,0.05431901457862319
2015-05-25 12:00:00,13.9,762.2,763.0,75.0,10.0,5.0,6.0,9.5,34.25,513.0800000000003,0.06675372261635609
2015-05-25 13:00:00,13.7,762.2,763.1,74.0,8.0,5.0,7.0,9.2,61.3,513.0800000000003,0.11947454587978476
2015-05-25 14:00:00,13.7,762.2,763.1,73.0,10.0,6.0,8.0,8.9,92.83,513.0800000000003,0.18092695096281272
2015-05-25 15:00:00,13.1,762.5,763.3,73.0,6.0,8.0,10.0,8.4,143.61,513.0800000000003,0.27989787167693136
2015-05-25 16:00:00,13.3,762.7,763.6,71.0,6.0,7.0,9.0,8.1,128.36,513.0800000000003,0.2501754112419115
2015-05-25 17:00:00,13.3,762.9,763.7,69.0,10.0,7.0,10.0,7.6,177.02,513.0800000000003,0.3450144227021126
2015-05-25 18:00:00,13.2,762.9,763.7,70.0,10.0,5.0,8.0,7.7,166.73,513.0800000000003,0.32495907071022045
2015-05-25 19:00:00,12.7,763.0,763.9,68.0,10.0,6.0,8.0,6.8,144.76,513.0800000000003,0.28213923754580167
2015-05-25 20:00:00,12.6,763.1,764.0,63.0,10.0,5.0,10.0,5.6,128.81,513.0800000000003,0.2510524674514694
2015-05-25 21:00:00,12.3,763.3,764.1,66.0,10.0,5.0,7.0,6.0,124.59,513.0800000000003,0.24282762921961476
2015-05-25 22:00:00,12.2,763.7,764.5,65.0,10.0,6.0,8.0,5.7,88.55,513.0800000000003,0.17258517190301698
2015-05-25 23:00:00,12.2,763.9,764.8,65.0,10.0,5.0,8.0,5.8,59.57,513.0800000000003,0.11610275200748416
2015-05-26 00:00:00,12.3,763.8,764.7,71.0,10.0,5.0,7.0,7.1,59.32,513.0800000000003,0.11561549855772973
2015-05-26 01:00:00,11.8,763.9,764.7,72.0,10.0,5.0,7.0,6.9,48.63,513.0800000000003,0.09478054104623056
2015-05-26 02:00:00,11.6,763.9,764.8,72.0,8.0,5.0,8.0,6.7,56.76,513.0800000000003,0.11062602323224442
2015-05-26 03:00:00,11.7,763.8,764.6,73.0,8.0,5.0,7.0,7.0,54.17,513.0800000000003,0.1055780774927886
2015-05-26 04:00:00,12.0,763.9,764.8,74.0,8.0,5.0,7.0,7.4,57.39,513.0800000000003,0.11185390192562558
2015-05-26 05:00:00,11.8,764.1,765.0,76.0,8.0,6.0,7.0,7.7,52.75,513.0800000000003,0.10281047789818347
2015-05-26 06:00:00,11.8,764.1,764.9,79.0,8.0,5.0,8.0,8.3,31.82,513.0800000000003,0.06201761908474309
2015-05-26 07:00:00,11.9,764.2,765.1,80.0,8.0,5.0,7.0,8.5,33.16,513.0800000000003,0.06462929757542679
2015-05-26 08:00:00,12.5,764.7,765.6,80.0,8.0,3.0,8.0,9.1,10.5,513.0800000000003,0.020464644889685808
2015-05-26 09:00:00,12.9,765.1,766.0,78.0,10.0,2.0,5.0,9.2,9.27,513.0800000000003,0.018067357916894042
2015-05-26 10:00:00,13.9,765.3,766.2,75.0,10.0,1.0,3.0,9.5,17.09,513.0800000000003,0.033308645825212424
2015-05-26 11:00:00,13.9,765.6,766.4,73.0,3.0,3.0,5.0,9.1,16.8,513.0800000000003,0.032743431823497295
2015-05-26 12:00:00,14.6,765.7,766.5,72.0,8.0,4.0,5.0,9.5,24.06,513.0800000000003,0.046893272004365764
2015-05-26 13:00:00,14.9,765.9,766.8,72.0,8.0,5.0,6.0,9.9,32.71,513.0800000000003,0.06375224136586884
2015-05-26 14:00:00,15.1,766.2,767.0,69.0,8.0,5.0,6.0,9.4,52.68,513.0800000000003,0.10267404693225222
2015-05-26 15:00:00,15.0,766.3,767.1,70.0,8.0,5.0,7.0,9.6,57.43,513.0800000000003,0.11193186247758628
2015-05-26 16:00:00,14.6,766.6,767.4,72.0,8.0,5.0,7.0,9.5,62.53,513.0800000000003,0.12187183285257654
2015-05-26 17:00:00,14.9,766.6,767.5,73.0,10.0,4.0,7.0,10.1,52.19,513.0800000000003,0.10171903017073355
2015-05-26 18:00:00,14.1,766.9,767.8,74.0,6.0,5.0,6.0,9.4,45.92,513.0800000000003,0.08949871365089261
2015-05-26 19:00:00,13.8,767.1,768.0,68.0,9.0,4.0,6.0,7.9,42.72,513.0800000000003,0.08326186949403597
2015-05-26 20:00:00,13.7,767.4,768.2,64.0,9.0,4.0,7.0,6.9,27.71,513.0800000000003,0.05400717237078036
2015-05-26 21:00:00,13.3,767.6,768.5,64.0,9.0,4.0,6.0,6.6,25.79,513.0800000000003,0.050265065876666376
2015-05-26 22:00:00,13.1,767.9,768.8,65.0,9.0,4.0,5.0,6.5,27.1,513.0800000000003,0.05281827395337956
2015-05-26 23:00:00,13.1,768.1,769.0,65.0,9.0,3.0,6.0,6.6,25.61,513.0800000000003,0.04991424339284319
2015-05-27 00:00:00,13.1,768.0,768.9,65.0,7.0,2.0,4.0,6.7,20.63,513.0800000000003,0.040208154673735064
2015-05-27 01:00:00,13.0,768.2,769.1,65.0,7.0,2.0,3.0,6.6,11.72,513.0800000000003,0.0228424417244874
2015-05-27 02:00:00,12.8,768.4,769.3,64.0,11.0,1.0,6.0,6.1,8.84,513.0800000000003,0.017229281983316434
2015-05-27 03:00:00,12.0,768.1,769.0,72.0,11.0,2.0,4.0,7.0,6.45,513.0800000000003,0.01257113900366414
2015-05-27 04:00:00,11.9,767.9,768.8,72.0,11.0,3.0,4.0,7.0,6.46,513.0800000000003,0.012590629141654316
2015-05-27 05:00:00,11.8,767.6,768.5,73.0,11.0,4.0,5.0,7.0,9.16,513.0800000000003,0.017852966399002097
2015-05-27 06:00:00,12.0,767.4,768.2,71.0,11.0,4.0,6.0,6.8,14.74,513.0800000000003,0.02872846339752084
2015-05-27 07:00:00,11.6,767.5,768.4,70.0,15.0,3.0,6.0,6.2,20.47,513.0800000000003,0.03989631246589224
2015-05-27 08:00:00,12.0,767.8,768.6,69.0,11.0,1.0,6.0,6.4,22.4,513.0800000000003,0.04365790909799639
2015-05-27 09:00:00,13.4,767.5,768.4,73.0,15.0,3.0,4.0,8.7,19.93,513.0800000000003,0.03884384501442268
2015-05-27 10:00:00,13.8,767.5,768.4,78.0,3.0,6.0,8.0,9.9,16.23,513.0800000000003,0.03163249395805721
2015-05-27 11:00:00,13.8,767.6,768.5,78.0,3.0,5.0,8.0,9.9,12.52,513.0800000000003,0.024401652763701553
2015-05-27 12:00:00,13.9,767.5,768.4,72.0,5.0,5.0,8.0,8.9,16.93,513.0800000000003,0.03299680361736959
2015-05-27 13:00:00,14.3,767.3,768.1,67.0,3.0,6.0,10.0,8.1,21.57,513.0800000000003,0.042040227644811703
2015-05-27 14:00:00,14.4,767.0,767.9,65.0,3.0,6.0,10.0,7.9,29.62,513.0800000000003,0.05772978872690416
2015-05-27 15:00:00,15.1,766.6,767.4,64.0,3.0,6.0,9.0,8.2,33.89,513.0800000000003,0.06605207764870973
2015-05-27 16:00:00,14.5,766.0,766.9,66.0,3.0,5.0,8.0,8.1,39.09,513.0800000000003,0.07618694940360174
2015-05-27 17:00:00,14.1,765.5,766.4,63.0,3.0,5.0,9.0,7.2,47.62,513.0800000000003,0.09281203710922269
2015-05-27 18:00:00,14.6,765.1,766.0,64.0,3.0,4.0,7.0,7.9,44.31,513.0800000000003,0.08636080143447411
2015-05-27 19:00:00,13.8,764.5,765.3,66.0,5.0,3.0,5.0,7.5,49.13,513.0800000000003,0.09575504794573941
2015-05-27 20:00:00,14.4,764.0,764.9,67.0,3.0,4.0,9.0,8.2,47.31,513.0800000000003,0.0922078428315272
2015-05-27 21:00:00,14.6,763.4,764.2,72.0,13.0,4.0,7.0,9.5,36.03,513.0800000000003,0.07022296717860758
2015-05-27 22:00:00,15.2,762.9,763.8,65.0,15.0,8.0,11.0,8.6,37.95,513.0800000000003,0.07396507367272157
2015-05-27 23:00:00,14.7,762.4,763.3,66.0,15.0,7.0,11.0,8.4,47.8,513.0800000000003,0.09316285959304586
2015-05-28 00:00:00,14.2,761.7,762.5,70.0,15.0,8.0,10.0,8.8,96.37,513.0800000000003,0.18782645981133536
2015-05-28 01:00:00,14.1,760.9,761.8,71.0,15.0,8.0,12.0,8.9,122.35,513.0800000000003,0.2384618383098151
2015-05-28 02:00:00,13.9,760.7,761.5,72.0,15.0,7.0,12.0,8.9,157.29,513.0800000000003,0.3065603804474934
2015-05-28 03:00:00,13.7,760.2,761.0,73.0,15.0,7.0,11.0,9.0,183.41,513.0800000000003,0.3574686208778356
2015-05-28 04:00:00,13.6,760.0,760.9,74.0,15.0,7.0,10.0,9.1,196.22,513.0800000000003,0.3824354876432523
2015-05-28 08:00:00,13.3,759.7,760.6,83.0,13.0,5.0,14.0,10.4,123.04,513.0800000000003,0.23980665783113733
2015-05-28 09:00:00,13.6,759.8,760.6,81.0,5.0,9.0,14.0,10.3,123.03,513.0800000000003,0.23978716769314715
2015-05-28 10:00:00,13.5,759.9,760.7,81.0,5.0,9.0,14.0,10.2,150.07,513.0800000000003,0.29248850081858563
2015-05-28 11:00:00,13.7,760.0,760.9,79.0,5.0,10.0,14.0,10.0,208.02,513.0800000000003,0.40543385047166114
2015-05-28 12:00:00,15.3,760.0,760.9,72.0,3.0,9.0,14.0,10.3,198.67,513.0800000000003,0.38721057145084564
2015-05-28 13:00:00,16.2,759.9,760.7,67.0,3.0,8.0,13.0,10.1,187.06,513.0800000000003,0.3645825212442502
2015-05-28 14:00:00,16.0,760.1,760.9,57.0,3.0,9.0,14.0,7.4,182.74,513.0800000000003,0.35616278163249376
2015-05-28 15:00:00,15.8,760.2,761.0,50.0,3.0,7.0,12.0,5.4,169.28,513.0800000000003,0.3299290558977156
2015-05-28 16:00:00,16.3,760.0,760.9,44.0,3.0,7.0,10.0,4.0,177.98,513.0800000000003,0.3468854759491695
2015-05-28 17:00:00,16.1,760.1,760.9,49.0,3.0,6.0,12.0,5.2,157.38,513.0800000000003,0.306735791689405
2015-05-28 18:00:00,16.0,760.0,760.9,54.0,3.0,6.0,9.0,6.7,130.0,513.0800000000003,0.25337179387230047
2015-05-28 19:00:00,15.6,759.9,760.8,58.0,3.0,8.0,10.0,7.3,106.48,513.0800000000003,0.20753098931940428
2015-05-28 20:00:00,14.8,759.8,760.6,64.0,3.0,7.0,12.0,7.9,76.84,513.0800000000003,0.14976222031651976
2015-05-28 21:00:00,14.0,759.8,760.7,71.0,5.0,9.0,12.0,8.8,52.42,513.0800000000003,0.10216730334450763
2015-05-28 22:00:00,13.7,760.0,760.9,73.0,5.0,9.0,13.0,8.9,43.68,513.0800000000003,0.08513292274109296
2015-05-28 23:00:00,13.5,759.9,760.8,72.0,5.0,9.0,13.0,8.6,63.67,513.0800000000003,0.12409370858345671
2015-05-29 00:00:00,11.6,759.9,760.7,74.0,15.0,5.0,12.0,7.1,68.06,513.0800000000003,0.1326498791611444
2015-05-29 01:00:00,11.0,759.6,760.5,78.0,15.0,6.0,8.0,7.2,77.86,513.0800000000003,0.1517502143915178
2015-05-29 02:00:00,10.5,759.3,760.1,80.0,15.0,5.0,13.0,7.1,75.08,513.0800000000003,0.14633195603024862
2015-05-29 03:00:00,10.3,758.8,759.7,84.0,15.0,5.0,7.0,7.7,72.03,513.0800000000003,0.14038746394324464
2015-05-29 04:00:00,10.2,758.2,759.1,86.0,15.0,5.0,8.0,8.0,74.33,513.0800000000003,0.14487019568098533
2015-05-29 05:00:00,9.8,757.8,758.7,88.0,15.0,6.0,8.0,7.9,80.5,513.0800000000003,0.15689561082092454
2015-05-29 06:00:00,9.9,757.6,758.5,90.0,15.0,6.0,8.0,8.4,80.33,513.0800000000003,0.15656427847509152
2015-05-29 07:00:00,10.2,757.3,758.2,92.0,15.0,5.0,8.0,8.9,97.13,513.0800000000003,0.1893077102985888
2015-05-29 08:00:00,10.9,757.1,757.9,91.0,15.0,6.0,9.0,9.5,89.38,513.0800000000003,0.17420285335620167
2015-05-29 09:00:00,12.2,757.0,757.9,83.0,13.0,6.0,9.0,9.4,96.18,513.0800000000003,0.18745614718952203
2015-05-29 10:00:00,12.9,756.8,757.6,66.0,5.0,8.0,12.0,6.7,135.52,513.0800000000003,0.26413035004287816
2015-05-29 11:00:00,13.3,756.5,757.3,63.0,5.0,8.0,12.0,6.3,165.65,513.0800000000003,0.32285413580728134
2015-05-29 12:00:00,13.6,756.1,756.9,66.0,5.0,7.0,14.0,7.2,180.35,513.0800000000003,0.3515046386528415
2015-05-29 13:00:00,13.9,755.7,756.5,62.0,5.0,9.0,13.0,6.6,223.95,513.0800000000003,0.436481640290013
2015-05-29 14:00:00,14.0,755.0,755.9,60.0,15.0,11.0,15.0,6.2,261.29,513.0800000000003,0.5092578155453338
2015-05-29 15:00:00,13.9,754.8,755.6,65.0,15.0,11.0,16.0,7.4,301.6,513.0800000000003,0.5878225617837372
2015-05-29 16:00:00,13.7,754.3,755.2,66.0,15.0,12.0,16.0,7.5,339.26,513.0800000000003,0.6612224214547435
2015-05-29 17:00:00,12.6,754.6,755.5,75.0,13.0,11.0,18.0,8.3,358.49,513.0800000000003,0.6987019568098539
2015-05-29 18:00:00,11.4,754.3,755.1,83.0,13.0,10.0,17.0,8.5,315.11,513.0800000000003,0.6141537382084662
2015-05-29 19:00:00,11.1,754.3,755.2,83.0,15.0,8.0,13.0,8.3,301.09,513.0800000000003,0.586828564746238
2015-05-29 20:00:00,10.5,754.2,755.1,86.0,15.0,8.0,18.0,8.2,273.3,513.0800000000003,0.5326654712715363
2015-05-29 21:00:00,11.1,754.5,755.4,88.0,15.0,7.0,12.0,9.2,223.62,513.0800000000003,0.4358384657363372
2015-05-29 22:00:00,11.3,754.9,755.8,79.0,3.0,4.0,10.0,7.7,204.28,513.0800000000003,0.39814453886333495
2015-05-29 23:00:00,12.2,755.3,756.2,77.0,3.0,8.0,12.0,8.3,194.57,513.0800000000003,0.3792196148748731
2015-05-30 00:00:00,12.2,755.8,756.6,70.0,3.0,8.0,13.0,6.8,178.61,513.0800000000003,0.3481133546425507
2015-05-30 01:00:00,12.3,756.2,757.0,71.0,3.0,10.0,14.0,7.2,141.27,513.0800000000003,0.27533717938722996
2015-05-30 02:00:00,11.8,756.5,757.3,64.0,4.0,5.0,14.0,5.2,95.77,513.0800000000003,0.18665705153192474
2015-05-30 03:00:00,11.7,756.7,757.6,60.0,3.0,7.0,10.0,4.2,107.07,513.0800000000003,0.2086809074608247
2015-05-30 04:00:00,11.6,757.0,757.9,55.0,3.0,6.0,11.0,2.9,117.83,513.0800000000003,0.22965229593825512
2015-05-30 05:00:00,11.7,757.2,758.1,59.0,3.0,5.0,11.0,3.8,113.54,513.0800000000003,0.22129102674046922
2015-05-30 11:00:00,13.2,759.6,760.4,65.0,3.0,7.0,11.0,6.6,141.21,513.0800000000003,0.2752202385592889
2015-05-30 12:00:00,12.1,760.0,760.9,72.0,3.0,7.0,10.0,7.1,142.09,513.0800000000003,0.2769353707024244
2015-05-30 13:00:00,13.8,760.6,761.4,62.0,3.0,7.0,11.0,6.7,132.31,513.0800000000003,0.25787401574803137
2015-05-30 14:00:00,13.8,760.8,761.7,62.0,3.0,6.0,11.0,6.5,120.19,513.0800000000003,0.23425196850393687
2015-05-30 15:00:00,14.0,761.1,762.0,58.0,3.0,6.0,10.0,5.7,116.95,513.0800000000003,0.22793716379511955
2015-05-30 16:00:00,14.7,761.2,762.0,55.0,3.0,6.0,9.0,5.7,95.19,513.0800000000003,0.18552662352849447
2015-05-30 17:00:00,14.7,761.5,762.3,57.0,5.0,5.0,10.0,6.1,88.67,513.0800000000003,0.17281905355889912
2015-05-30 18:00:00,14.7,761.2,762.1,58.0,3.0,5.0,8.0,6.4,59.59,513.0800000000003,0.11614173228346451
2015-05-30 19:00:00,14.6,761.2,762.1,57.0,3.0,5.0,8.0,6.1,44.64,513.0800000000003,0.08700397598814995
2015-05-30 20:00:00,14.1,761.2,762.0,60.0,5.0,5.0,10.0,6.4,26.74,513.0800000000003,0.05211662898573319
2015-05-30 21:00:00,13.8,760.9,761.8,63.0,5.0,6.0,8.0,6.9,10.2,513.0800000000003,0.019879940749980497
2015-05-30 22:00:00,13.4,760.9,761.8,62.0,15.0,5.0,8.0,6.2,9.89,513.0800000000003,0.019275746472285017
2015-05-30 23:00:00,12.6,760.6,761.5,64.0,11.0,4.0,8.0,5.9,12.92,513.0800000000003,0.02518125828330863
2015-05-31 00:00:00,12.6,760.5,761.3,66.0,11.0,4.0,5.0,6.4,16.92,513.0800000000003,0.03297731347937942
2015-05-31 01:00:00,12.0,760.2,761.0,65.0,11.0,5.0,7.0,5.5,51.56,513.0800000000003,0.10049115147735241
2015-05-31 02:00:00,11.7,759.4,760.3,67.0,11.0,6.0,8.0,5.7,136.86,513.0800000000003,0.2667420285335619
2015-05-31 03:00:00,11.7,759.0,759.8,67.0,11.0,5.0,8.0,5.8,187.2,513.0800000000003,0.36485538317611266
2015-05-31 04:00:00,11.8,758.2,759.1,66.0,11.0,4.0,7.0,5.6,221.21,513.0800000000003,0.43114134248070457
2015-05-31 05:00:00,12.3,757.6,758.5,67.0,14.0,5.0,8.0,6.2,245.2,513.0800000000003,0.47789818351913904
2015-05-31 06:00:00,12.6,757.0,757.9,68.0,11.0,5.0,7.0,6.7,255.48,513.0800000000003,0.497934045373041
2015-05-31 07:00:00,13.5,756.5,757.3,66.0,11.0,7.0,10.0,7.3,250.03,513.0800000000003,0.48731192016839453
2015-05-31 08:00:00,13.1,756.3,757.1,73.0,11.0,7.0,11.0,8.3,235.82,513.0800000000003,0.45961643408435304
2015-05-31 09:00:00,13.1,755.8,756.7,81.0,11.0,7.0,10.0,9.8,196.87,513.0800000000003,0.3837023466126138
2015-05-31 10:00:00,13.6,755.6,756.5,85.0,11.0,9.0,12.0,11.1,193.15,513.0800000000003,0.376452015280268
2015-05-31 11:00:00,13.8,755.2,756.1,89.0,11.0,10.0,13.0,12.0,275.87,513.0800000000003,0.5376744367350118
2015-05-31 12:00:00,14.1,754.8,755.6,88.0,11.0,10.0,13.0,12.2,290.48,513.0800000000003,0.5661495283386604
2015-05-31 13:00:00,14.7,754.6,755.5,88.0,11.0,10.0,14.0,12.7,315.96,513.0800000000003,0.6158103999376312
2015-05-31 14:00:00,15.4,754.5,755.3,85.0,11.0,9.0,14.0,12.9,325.84,513.0800000000003,0.635066656271926
2015-05-31 15:00:00,15.1,754.4,755.3,88.0,15.0,8.0,17.0,13.1,335.1,513.0800000000003,0.65311452405083
2015-05-31 16:00:00,15.1,754.3,755.2,93.0,11.0,8.0,14.0,13.9,358.11,513.0800000000003,0.6979613315662272
2015-05-31 17:00:00,15.6,754.3,755.2,92.0,15.0,10.0,17.0,14.3,371.35,513.0800000000003,0.7237662742652214
2015-05-31 18:00:00,15.1,754.6,755.5,93.0,5.0,11.0,16.0,13.9,367.28,513.0800000000003,0.7158337881032193
2015-05-31 19:00:00,14.9,754.5,755.3,90.0,15.0,8.0,15.0,13.2,343.63,513.0800000000003,0.6697396117564509
2015-05-31 20:00:00,14.5,754.9,755.8,89.0,5.0,10.0,17.0,12.7,357.12,513.0800000000003,0.6960318079051996
2015-05-31 21:00:00,13.8,755.3,756.1,89.0,5.0,9.0,16.0,12.0,309.59,513.0800000000003,0.6033951820378884
2015-05-31 22:00:00,12.8,756.1,757.0,92.0,3.0,6.0,14.0,11.5,252.25,513.0800000000003,0.4916387308022138
2015-05-31 23:00:00,11.5,757.2,758.1,90.0,4.0,8.0,16.0,9.9,224.22,513.0800000000003,0.4370078740157478
2015-06-01 00:00:00,1.1,769.0,770.0,98.0,11.0,5.0,6.0,0.8,199.06,513.0800000000003,0.38797068683246255
2015-06-01 01:00:00,0.4,768.7,769.6,100.0,14.0,5.0,8.0,0.4,132.36,513.0800000000003,0.2579714664379823
2015-06-01 02:00:00,-0.1,768.0,768.9,100.0,11.0,6.0,7.0,-0.1,100.54,513.0800000000003,0.19595384735323917
2015-06-01 03:00:00,-0.3,767.8,768.7,100.0,11.0,5.0,7.0,-0.3,66.69,513.0800000000003,0.12997973025649015
2015-06-01 04:00:00,-0.3,767.3,768.2,100.0,14.0,5.0,8.0,-0.3,48.85,513.0800000000003,0.09520932408201445
2015-06-01 05:00:00,-0.3,766.5,767.4,100.0,11.0,5.0,8.0,-0.3,38.44,513.0800000000003,0.07492009043424024
2015-06-01 06:00:00,-0.6,765.9,766.8,100.0,14.0,5.0,7.0,-0.6,39.46,513.0800000000003,0.07690808450923829
2015-06-01 07:00:00,-0.8,765.6,766.6,100.0,11.0,5.0,8.0,-0.8,33.84,513.0800000000003,0.06595462695875884
2015-06-01 08:00:00,-0.8,765.5,766.4,100.0,11.0,5.0,7.0,-0.8,26.9,513.0800000000003,0.05242847119357602
2015-06-01 09:00:00,-1.1,765.3,766.2,100.0,11.0,5.0,8.0,-1.1,20.08,513.0800000000003,0.039136197084275334
2015-06-01 10:00:00,-1.0,765.3,766.2,100.0,11.0,6.0,8.0,-1.0,19.6,513.0800000000003,0.03820067046074684
2015-06-01 11:00:00,-0.7,765.6,766.5,100.0,11.0,6.0,8.0,-0.7,20.38,513.0800000000003,0.03972090122398064
2015-06-01 12:00:00,0.2,764.9,765.8,100.0,11.0,5.0,7.0,0.2,25.8,513.0800000000003,0.05028455601465656
2015-06-01 13:00:00,1.0,764.2,765.1,100.0,11.0,7.0,9.0,1.0,36.16,513.0800000000003,0.07047633897247989
2015-06-01 14:00:00,1.8,764.0,764.9,100.0,11.0,6.0,9.0,1.8,43.6,513.0800000000003,0.08497700163717155
2015-06-01 15:00:00,2.3,764.3,765.1,100.0,11.0,6.0,9.0,2.3,44.79,513.0800000000003,0.08729632805800261
2015-06-01 16:00:00,2.8,764.0,764.9,97.0,11.0,8.0,10.0,2.4,52.51,513.0800000000003,0.10234271458641922
2015-06-01 17:00:00,3.7,764.0,764.9,99.0,11.0,7.0,11.0,3.6,59.87,513.0800000000003,0.11668745614718945
2015-06-01 18:00:00,4.0,764.0,764.9,100.0,11.0,8.0,10.0,4.0,85.45,513.0800000000003,0.16654322912606212
2015-06-01 19:00:00,4.4,764.5,765.4,100.0,15.0,7.0,11.0,4.4,93.33,513.0800000000003,0.18190145786232156
2015-06-01 20:00:00,5.8,765.5,766.3,100.0,5.0,3.0,11.0,5.8,84.8,513.0800000000003,0.16527637015670063
2015-06-01 21:00:00,6.5,766.2,767.1,90.0,4.0,5.0,10.0,4.9,78.57,513.0800000000003,0.15313401418882036
2015-06-01 22:00:00,6.6,767.1,768.0,87.0,4.0,4.0,11.0,4.6,109.15,513.0800000000003,0.21273485616278154
2015-06-01 23:00:00,6.3,767.8,768.7,87.0,4.0,3.0,7.0,4.3,194.26,513.0800000000003,0.3786154205971776
2015-06-02 00:00:00,0.8,769.9,770.8,72.0,7.0,11.0,15.0,-3.7,235.23,513.0800000000003,0.45846651594293264
2015-06-02 01:00:00,1.0,769.7,770.6,68.0,7.0,12.0,16.0,-4.4,241.01,513.0800000000003,0.4697318157012549
2015-06-02 02:00:00,0.7,769.5,770.4,78.0,7.0,11.0,16.0,-2.8,264.89,513.0800000000003,0.5162742652217974
2015-06-02 03:00:00,0.6,769.6,770.5,75.0,7.0,11.0,16.0,-3.3,287.03,513.0800000000003,0.5594254307320492
